#[1] Location, [2] Parameter, [3] Interesting, [4] Unimodal, [5] Convex, [6] Trivially Convex, [7] % Instances Interesting, [8] % Instances Unimodal, [9] % Instances Convex, [10] % Instances Trivially Convex, [11] Average number of modes per instance, [12] Fitness Distance Correlation (Median), [13] Fitness Distance Correlation (Q2.5), [14] Fitness Distance Correlation (Q97.5), [15] Average Instance Fitness Distance Correlation (Median), [16] Average Instance Fitness Distance Correlation (Q2.5), [17] Average Instance Fitness Distance Correlation (Q97.5)
scenarios/CPLEX/slices-regions200, mip_limits_cutpasses, 0, 1, 1, 0, 10.9, 100.0, 100.0, 0.0, 1.0, 0.376364103692, -0.264702670177, 0.774716336046, 0.356565287838, 0.339735227218, 0.372432831202
scenarios/CPLEX/slices-regions200, mip_limits_cutsfactor, 1, 1, 1, 0, 94.2, 100.0, 99.0, 0.0, 1.0, 0.538415827766, -0.226200886872, 0.683020435768, 0.454157355149, 0.439975008419, 0.467866200607
scenarios/CPLEX/slices-regions200, mip_limits_gomorycand, 0, 1, 1, 0, 4.9, 100.0, 99.9, 0.0, 1.0, 0.678094134542, 0.56305360727, 0.777151214998, 0.248882549767, 0.235373189892, 0.262173052254
scenarios/CPLEX/slices-regions200, mip_limits_gomorypass, 0, 1, 1, 0, 2.1, 100.0, 100.0, 0.0, 1.0, 0.1566085786, -0.261645047198, 0.590751792153, 0.140256244347, 0.126242409075, 0.154815249879
scenarios/CPLEX/slices-regions200, mip_limits_submipnodelim, 1, 1, 1, 0, 16.6, 100.0, 100.0, 0.0, 1.0, 0.996937963074, 0.992382812385, 0.998917035476, 0.373910316077, 0.358831443445, 0.388639525281
scenarios/CPLEX/slices-regions200, mip_strategy_backtrack, 0, 1, 1, 0, 61.8, 100.0, 100.0, 0.0, 1.0, 0.881189919538, 0.721435781879, 0.956200372572, 0.250954279213, 0.234037271933, 0.267829815451
scenarios/CPLEX/slices-regions200, mip_strategy_bbinterval, 0, 1, 1, 0, 2.8, 100.0, 100.0, 0.0, 1.0, 0.189649093481, -0.252133701684, 0.647902645426, 0.147027976139, 0.132775791856, 0.161460152778
scenarios/CPLEX/slices-regions200, mip_strategy_heuristicfreq, 0, 1, 1, 0, 30.7, 100.0, 100.0, 0.0, 1.0, 0.822445086082, 0.659169648408, 0.922794678813, 0.254451650536, 0.238869405246, 0.269971181895
scenarios/CPLEX/slices-regions200, mip_strategy_rinsheur, 1, 1, 1, 0, 58.3, 100.0, 99.9, 0.0, 1.0, 0.985225599118, 0.96405987011, 0.994938765059, 0.362698832236, 0.346737658451, 0.37961434155
scenarios/CPLEX/slices-regions200, preprocessing_aggregator, 0, 1, 1, 0, 2.4, 100.0, 100.0, 0.0, 1.0, 0.188934900468, -0.232012002065, 0.648778383268, 0.157519348764, 0.143582633003, 0.171745716624
scenarios/CPLEX/slices-regions200, preprocessing_fill, 0, 1, 1, 0, 2.4, 100.0, 100.0, 0.0, 1.0, 0.242201273669, -0.216808314432, 0.673209937062, 0.178144211368, 0.164398359639, 0.190908433097
scenarios/CPLEX/slices-regions200, preprocessing_numpass, 0, 1, 1, 0, 2.8, 100.0, 100.0, 0.0, 1.0, 0.195019151152, -0.245024386187, 0.638151226791, 0.159415466201, 0.146136509595, 0.17292946083
scenarios/CPLEX/slices-regions200, simplex_limits_perturbation, 0, 1, 1, 0, 2.4, 100.0, 100.0, 0.0, 1.0, 0.147325454142, -0.31525150906, 0.619138602231, 0.139372855915, 0.125185921104, 0.153946919534
scenarios/CPLEX/slices-regions200, simplex_limits_singularity, 0, 1, 1, 0, 2.1, 100.0, 100.0, 0.0, 1.0, 0.21515002042, -0.255332817958, 0.648925021776, 0.147975899544, 0.133263050706, 0.161698850486
scenarios/CPLEX/slices-regions200, simplex_pricing, 0, 1, 1, 0, 2.4, 100.0, 100.0, 0.0, 1.0, 0.166841972433, -0.276563612609, 0.641173353575, 0.155064407383, 0.142038392303, 0.170079203898
scenarios/CPLEX/slices-regions200, simplex_refactor, 1, 1, 1, 0, 99.1, 99.9, 99.8, 0.0, 1.001, 0.352487388153, 0.118531216093, 0.526486099916, 0.275363523111, 0.262425728617, 0.287929641839
scenarios/CPLEX/slices-regions200, simplex_tolerances_markowitz, 0, 1, 1, 0, 2.5, 100.0, 100.0, 0.0, 1.0, 0.115160967741, -0.350466139748, 0.601745810861, 0.139146453765, 0.122997048069, 0.153808070371
scenarios/CPLEX/slices-cls, barrier_limits_corrections, 0, 1, 1, 0, 54.0, 100.0, 100.0, 0.0, 1.0, 0.163448853917, -0.300500278418, 0.590418520373, 0.16423875169, 0.0988717896923, 0.228536832674
scenarios/CPLEX/slices-cls, barrier_limits_growth, 0, 1, 1, 0, 52.0, 100.0, 100.0, 0.0, 1.0, 0.0213310275357, -0.357851828355, 0.483392685649, 0.12369104583, 0.0597970650253, 0.18482035804
scenarios/CPLEX/slices-cls, mip_limits_aggforcut, 1, 1, 1, 0, 100.0, 94.0, 46.0, 0.0, 1.06, -0.0928378677898, -0.36384830987, 0.739388798858, 0.277329815178, 0.20541847673, 0.347281017933
scenarios/CPLEX/slices-cls, mip_limits_cutpasses, 1, 1, 1, 0, 98.0, 64.0, 36.0, 0.0, 1.5, 0.477281109164, -0.224609914175, 0.778494891769, 0.326201037635, 0.277530178652, 0.374825652612
scenarios/CPLEX/slices-cls, mip_limits_cutsfactor, 0, 1, 1, 0, 52.0, 100.0, 100.0, 0.0, 1.0, 0.204833224372, -0.316071133531, 0.582254395576, 0.130882303964, 0.0753530100428, 0.182743711755
scenarios/CPLEX/slices-cls, mip_limits_gomorycand, 0, 1, 1, 0, 48.0, 100.0, 100.0, 0.0, 1.0, 0.0812144134616, -0.279985881326, 0.518700180492, 0.144500896273, 0.0821561137642, 0.203584432174
scenarios/CPLEX/slices-cls, mip_limits_gomorypass, 0, 1, 1, 0, 38.0, 100.0, 100.0, 0.0, 1.0, 0.182595313937, -0.24887451849, 0.589848948036, 0.148779442418, 0.0920358995725, 0.210803089135
scenarios/CPLEX/slices-cls, mip_limits_submipnodelim, 0, 1, 1, 0, 96.0, 94.0, 82.0, 0.0, 1.06, 0.951680652113, 0.725988073523, 0.990304602175, 0.570495609332, 0.52055027062, 0.618540863673
scenarios/CPLEX/slices-cls, mip_strategy_backtrack, 0, 1, 1, 0, 42.0, 100.0, 100.0, 0.0, 1.0, 0.173955616759, -0.303091353721, 0.573107045846, 0.135107509311, 0.0713249700616, 0.20430381463
scenarios/CPLEX/slices-cls, mip_strategy_bbinterval, 0, 1, 1, 0, 50.0, 100.0, 100.0, 0.0, 1.0, 0.255326128638, -0.169812479665, 0.65921476667, 0.142612249599, 0.0886222639689, 0.204389361327
scenarios/CPLEX/slices-cls, mip_strategy_heuristicfreq, 0, 1, 1, 0, 98.0, 78.0, 62.0, 0.0, 1.36, 0.685039149859, 0.243879571188, 0.789809757126, 0.454558899272, 0.406664545762, 0.498048425016
scenarios/CPLEX/slices-cls, mip_strategy_rinsheur, 0, 1, 1, 0, 48.0, 100.0, 100.0, 0.0, 1.0, 0.0972345656128, -0.283443366362, 0.629688921874, 0.115661984722, 0.058319229219, 0.178870679364
scenarios/CPLEX/slices-cls, preprocessing_aggregator, 0, 1, 1, 0, 54.0, 100.0, 100.0, 0.0, 1.0, 0.086653372928, -0.306038797829, 0.56513055797, 0.131962220894, 0.0702902247582, 0.190837328877
scenarios/CPLEX/slices-cls, preprocessing_fill, 0, 1, 1, 0, 52.0, 100.0, 100.0, 0.0, 1.0, 0.223336143159, -0.188562658144, 0.582393992483, 0.136043512001, 0.0822134541651, 0.192444380811
scenarios/CPLEX/slices-cls, preprocessing_numpass, 0, 1, 1, 0, 44.0, 100.0, 100.0, 0.0, 1.0, 0.353732891173, -0.134178858667, 0.685194296187, 0.169816688, 0.107318965842, 0.224525382352
scenarios/CPLEX/slices-cls, simplex_limits_perturbation, 0, 1, 1, 0, 68.0, 100.0, 96.0, 0.0, 1.0, 0.132421819045, -0.224393997662, 0.62916152645, 0.147308631355, 0.0874588500068, 0.20154419975
scenarios/CPLEX/slices-cls, simplex_limits_singularity, 0, 1, 1, 0, 52.0, 100.0, 100.0, 0.0, 1.0, 0.121931126281, -0.288891174629, 0.532275342673, 0.134328522846, 0.0731179816105, 0.197973182965
scenarios/CPLEX/slices-cls, simplex_pricing, 0, 1, 1, 0, 46.0, 100.0, 100.0, 0.0, 1.0, 0.102251506185, -0.255117254979, 0.591803024731, 0.153054568126, 0.0942721212952, 0.213595272734
scenarios/CPLEX/slices-cls, simplex_refactor, 0, 1, 1, 0, 54.0, 96.0, 92.0, 0.0, 1.1, 0.407840887856, -0.232766616787, 0.797113689429, 0.212327459236, 0.147805598284, 0.26843816124
scenarios/CPLEX/slices-cls, simplex_tolerances_markowitz, 0, 1, 1, 0, 100.0, 64.0, 38.0, 0.0, 1.4, 0.335639042279, -0.391124636795, 0.829637663826, 0.272092812501, 0.223130556291, 0.313694657029
scenarios/cryptominisat/slices-BMC08, cachecutoff, 0, 1, 1, 0, 42.6183844011, 100.0, 99.4428969359, 16.713091922, 1.0, 0.170752513737, -0.510991195335, 0.769675087569, 0.234276048397, 0.213651591309, 0.252631844363
scenarios/cryptominisat/slices-BMC08, cachesize, 0, 1, 1, 0, 24.930362117, 100.0, 100.0, 16.713091922, 1.0, 0.189353474876, -0.365874700485, 0.617534362737, 0.150482032972, 0.131739051005, 0.167990828665
scenarios/cryptominisat/slices-BMC08, clbtwsimp, 0, 1, 1, 0, 38.8579387187, 96.7966573816, 94.0111420613, 16.573816156, 1.03203342618, 0.828545239155, 0.0117583460051, 0.985140103556, 0.585648369212, 0.563157191212, 0.607080506562
scenarios/cryptominisat/slices-BMC08, dompickf, 0, 1, 1, 0, 81.0584958217, 99.860724234, 99.5821727019, 15.8774373259, 1.00139275766, 0.324699130464, -0.410957558479, 0.759362258537, 0.15750061121, 0.138888983351, 0.177187829803
scenarios/cryptominisat/slices-BMC08, eratio, 0, 1, 1, 0, 38.8579387187, 100.0, 99.3036211699, 16.852367688, 1.0, 0.619886477147, -0.0495470134205, 0.930423851703, 0.333954299244, 0.317776867368, 0.351864558539
scenarios/cryptominisat/slices-BMC08, freq, 0, 1, 1, 0, 71.0306406685, 99.860724234, 99.721448468, 16.1559888579, 1.00139275766, 0.159175402194, -0.293280851136, 0.590781063899, 0.16592166656, 0.147339098339, 0.183866115258
scenarios/cryptominisat/slices-BMC08, gluehist, 0, 1, 1, 0, 72.1448467967, 100.0, 99.5821727019, 16.1559888579, 1.0, 0.215502973691, -0.256595762079, 0.62546940868, 0.174125890174, 0.154375883912, 0.192962891138
scenarios/cryptominisat/slices-BMC08, incclean, 0, 1, 1, 0, 41.643454039, 98.6072423398, 96.5181058496, 16.573816156, 1.0139275766, 0.67832680535, 0.0329413610465, 0.908488434993, 0.281067973696, 0.26370396723, 0.296780393151
scenarios/cryptominisat/slices-BMC08, locktop, 0, 1, 1, 0, 38.1615598886, 99.860724234, 99.721448468, 16.573816156, 1.00139275766, 0.167224255226, -0.338470598174, 0.603742916835, 0.145208404339, 0.127726513681, 0.163624965381
scenarios/cryptominisat/slices-BMC08, lockuip, 0, 1, 1, 0, 39.4150417827, 100.0, 99.860724234, 16.295264624, 1.0, 0.135658902101, -0.310753059613, 0.643804721222, 0.172113111768, 0.155138401866, 0.189477372284
scenarios/cryptominisat/slices-BMC08, ltclean, 0, 1, 1, 0, 37.4651810585, 100.0, 100.0, 16.713091922, 1.0, 0.659212349456, -0.39607511304, 0.909877372924, 0.169734782338, 0.152246892258, 0.189088369283
scenarios/cryptominisat/slices-BMC08, moreminimbin, 0, 1, 1, 0, 27.8551532033, 100.0, 100.0, 16.713091922, 1.0, 0.301373306622, -0.32834548799, 0.66711725268, 0.177596202318, 0.159940858016, 0.194431613942
scenarios/cryptominisat/slices-BMC08, moreminimcache, 0, 1, 1, 0, 35.6545961003, 100.0, 100.0, 16.713091922, 1.0, 0.344937619381, -0.298299094924, 0.758734086126, 0.20175439791, 0.184309919562, 0.220694735489
scenarios/cryptominisat/slices-BMC08, occredmax, 0, 1, 1, 0, 25.6267409471, 100.0, 100.0, 16.713091922, 1.0, 0.231731205942, -0.299763088142, 0.699584711394, 0.177684796657, 0.16078981567, 0.19525253493
scenarios/cryptominisat/slices-BMC08, perfmult, 0, 1, 1, 0, 36.7688022284, 100.0, 100.0, 16.713091922, 1.0, 0.349591624907, -0.35299274309, 0.837592862935, 0.188571919677, 0.168506881611, 0.208711784437
scenarios/cryptominisat/slices-BMC08, probemaxm, 0, 1, 1, 0, 34.2618384401, 100.0, 100.0, 16.713091922, 1.0, 0.118412576304, -0.472079185243, 0.743544446959, 0.20130566574, 0.183821408866, 0.220961911386
scenarios/cryptominisat/slices-BMC08, sccperc, 0, 1, 1, 0, 49.5821727019, 100.0, 99.860724234, 16.43454039, 1.0, 0.277959908878, -0.192671191945, 0.608861106359, 0.18840098125, 0.163926633479, 0.210119137037
scenarios/cryptominisat/slices-BMC08, startclean, 0, 1, 1, 0, 56.9637883008, 92.061281337, 81.6155988858, 15.8774373259, 1.07938718663, 0.169784192576, -0.163210063797, 0.674886690095, 0.313887224047, 0.29677758682, 0.329680430631
scenarios/cryptominisat/slices-BMC08, viviffastmaxm, 0, 1, 1, 0, 27.5766016713, 100.0, 100.0, 16.713091922, 1.0, 0.190602132988, -0.306591392694, 0.552054477177, 0.148022915771, 0.129415383702, 0.166214440493
scenarios/cryptominisat/slices-BMC08, viviflongmaxm, 0, 1, 1, 0, 31.8941504178, 100.0, 100.0, 16.713091922, 1.0, 0.168930620266, -0.219594354203, 0.564372741121, 0.196558212616, 0.178761288447, 0.213032743562
scenarios/cryptominisat/slices-circuit-fuzz, blkrestlen, 0, 1, 1, 0, 16.9230769231, 100.0, 100.0, 5.12820512821, 1.0, 0.218955860903, -0.235534776391, 0.603294978448, 0.160314277887, 0.142891390202, 0.177802990611
scenarios/cryptominisat/slices-circuit-fuzz, blkrestmultip, 0, 1, 1, 0, 17.7777777778, 100.0, 100.0, 5.12820512821, 1.0, 0.0801437392628, -0.305836140661, 0.523181290041, 0.140631629604, 0.120424836398, 0.159936676258
scenarios/cryptominisat/slices-circuit-fuzz, cachecutoff, 0, 1, 1, 0, 18.2905982906, 100.0, 100.0, 5.12820512821, 1.0, 0.0496612324257, -0.3837882943, 0.574047748533, 0.148607811009, 0.129732206942, 0.165662637266
scenarios/cryptominisat/slices-circuit-fuzz, cachesize, 0, 1, 1, 0, 18.8034188034, 100.0, 100.0, 5.12820512821, 1.0, 0.0901188759215, -0.312425308617, 0.476758856939, 0.157865451331, 0.142272740432, 0.176171086565
scenarios/cryptominisat/slices-circuit-fuzz, clbtwsimp, 0, 1, 1, 0, 11.9658119658, 100.0, 100.0, 5.29914529915, 1.0, 0.725149349822, -0.0576214630572, 0.977504277141, 0.48585174284, 0.460237109439, 0.509851573071
scenarios/cryptominisat/slices-circuit-fuzz, dompickf, 0, 1, 1, 0, 94.0170940171, 99.8290598291, 99.6581196581, 5.29914529915, 1.00170940171, 0.184511510028, -0.206921102392, 0.560083808783, 0.138545265644, 0.118956590184, 0.158153716521
scenarios/cryptominisat/slices-circuit-fuzz, eratio, 0, 1, 1, 0, 24.9572649573, 100.0, 100.0, 4.95726495726, 1.0, 0.239890790944, -0.127657853224, 0.569128107694, 0.133982321992, 0.114796929607, 0.153646989581
scenarios/cryptominisat/slices-circuit-fuzz, freq, 0, 1, 1, 0, 91.2820512821, 100.0, 99.8290598291, 4.78632478632, 1.0, -0.00281254423595, -0.350060794851, 0.410008418095, 0.207212118299, 0.189153657802, 0.225413604143
scenarios/cryptominisat/slices-circuit-fuzz, gluehist, 0, 1, 1, 0, 19.3162393162, 100.0, 100.0, 5.12820512821, 1.0, 0.156787966337, -0.269456801005, 0.657771868371, 0.13662496314, 0.116778503651, 0.154952971524
scenarios/cryptominisat/slices-circuit-fuzz, incclean, 0, 1, 1, 0, 27.3504273504, 100.0, 100.0, 4.95726495726, 1.0, 0.736731698617, 0.429783281639, 0.90556375826, 0.194951970744, 0.176143944016, 0.212999688073
scenarios/cryptominisat/slices-circuit-fuzz, locktop, 0, 1, 1, 0, 24.7863247863, 100.0, 100.0, 4.95726495726, 1.0, 0.145463865593, -0.329711428751, 0.586421456262, 0.155093387427, 0.137089408607, 0.174298203942
scenarios/cryptominisat/slices-circuit-fuzz, lockuip, 0, 1, 1, 0, 35.0427350427, 100.0, 99.8290598291, 5.12820512821, 1.0, 0.422344842772, -0.0247918025136, 0.754549754749, 0.177844517047, 0.160416578379, 0.195687492329
scenarios/cryptominisat/slices-circuit-fuzz, ltclean, 0, 1, 1, 0, 34.358974359, 100.0, 100.0, 4.78632478632, 1.0, 0.351846267027, -0.148623569297, 0.738476594655, 0.270836095382, 0.252399776782, 0.287932267154
scenarios/cryptominisat/slices-circuit-fuzz, moreminimbin, 0, 1, 1, 0, 50.7692307692, 100.0, 100.0, 4.95726495726, 1.0, 0.210319663116, -0.254261069806, 0.639181162952, 0.195556315841, 0.175352959502, 0.21284241893
scenarios/cryptominisat/slices-circuit-fuzz, moreminimcache, 0, 1, 1, 0, 33.1623931624, 100.0, 100.0, 4.78632478632, 1.0, 0.169417340283, -0.282155395312, 0.619977068007, 0.182301774219, 0.161706220587, 0.20329173146
scenarios/cryptominisat/slices-circuit-fuzz, occredmax, 0, 1, 1, 0, 18.8034188034, 100.0, 100.0, 4.95726495726, 1.0, 0.19009702229, -0.374568407063, 0.648374356297, 0.142558854283, 0.124142729558, 0.161669528109
scenarios/cryptominisat/slices-circuit-fuzz, perfmult, 0, 1, 1, 0, 21.8803418803, 100.0, 100.0, 4.95726495726, 1.0, 0.39911775576, -0.168498363827, 0.757168191348, 0.164714092524, 0.144068874304, 0.184741697226
scenarios/cryptominisat/slices-circuit-fuzz, probemaxm, 0, 1, 1, 0, 18.2905982906, 100.0, 100.0, 5.12820512821, 1.0, 0.29771458375, -0.198740145588, 0.691013464678, 0.141293271344, 0.123249148552, 0.16027004361
scenarios/cryptominisat/slices-circuit-fuzz, sccperc, 0, 1, 1, 0, 18.2905982906, 100.0, 100.0, 5.12820512821, 1.0, 0.185948638752, -0.268297221978, 0.574031505337, 0.147841290119, 0.129380003063, 0.165728867486
scenarios/cryptominisat/slices-circuit-fuzz, startclean, 0, 1, 1, 0, 54.358974359, 100.0, 99.8290598291, 4.95726495726, 1.0, 0.45072202244, 0.0311912292881, 0.745023711171, 0.330601855884, 0.313163878525, 0.34721908599
scenarios/cryptominisat/slices-circuit-fuzz, viviffastmaxm, 0, 1, 1, 0, 22.0512820513, 100.0, 100.0, 4.95726495726, 1.0, 0.299396485275, -0.19568115337, 0.709350252866, 0.134162633619, 0.115157074349, 0.152792245187
scenarios/cryptominisat/slices-circuit-fuzz, viviflongmaxm, 0, 1, 1, 0, 18.1196581197, 100.0, 100.0, 5.12820512821, 1.0, 0.0600730392068, -0.487369978453, 0.690394329068, 0.141201964268, 0.123050098393, 0.158948830409
scenarios/lingeling/slices-BMC08, actvlim, 0, 1, 1, 0, 25.6267409471, 100.0, 100.0, 11.6991643454, 1.0, 0.198440473342, -0.201120247408, 0.609061612005, 0.138131176268, 0.121373817737, 0.155576912208
scenarios/lingeling/slices-BMC08, cardminlen, 0, 1, 1, 0, 30.0835654596, 100.0, 98.7465181058, 11.5598885794, 1.0, 0.0871010593033, -0.371198369334, 0.530554365631, 0.127269024451, 0.107354907816, 0.146428327575
scenarios/lingeling/slices-BMC08, cce2wait, 0, 1, 1, 0, 27.2980501393, 100.0, 99.5821727019, 11.5598885794, 1.0, 0.086508578093, -0.364600406863, 0.605685258552, 0.156284748735, 0.14052805394, 0.172075886254
scenarios/lingeling/slices-BMC08, decolim, 0, 1, 1, 0, 41.782729805, 100.0, 100.0, 11.2813370474, 1.0, -0.0494523980987, -0.467018235895, 0.578298029294, 0.137379620376, 0.119357249492, 0.157273035327
scenarios/lingeling/slices-BMC08, lftmaxeff, 0, 1, 1, 0, 23.6768802228, 100.0, 99.721448468, 11.6991643454, 1.0, 0.236865251602, -0.234993677824, 0.652484712142, 0.137921119875, 0.119641196451, 0.156834032018
scenarios/lingeling/slices-BMC08, phaseneginit, 0, 1, 1, 0, 56.9637883008, 99.721448468, 99.5821727019, 11.4206128134, 1.00417827298, 0.259594399673, -0.284092149937, 0.690258520009, 0.223236108937, 0.205380052528, 0.240864164463
scenarios/lingeling/slices-BMC08, rdpclslim, 0, 1, 1, 0, 24.0947075209, 100.0, 99.860724234, 11.6991643454, 1.0, 0.269617144695, -0.202842774856, 0.569187453727, 0.134449024639, 0.117757183701, 0.152626426793
scenarios/lingeling/slices-BMC08, redoutvlim, 0, 1, 1, 0, 29.6657381616, 100.0, 100.0, 11.6991643454, 1.0, 0.229114183521, -0.427421300953, 0.764661646934, 0.181478357113, 0.16578325035, 0.200709719877
scenarios/lingeling/slices-BMC08, restartinit, 0, 1, 1, 0, 56.2674094708, 99.5821727019, 99.4428969359, 11.4206128134, 1.00557103064, 0.179224898909, -0.350497221551, 0.619863023442, 0.225394191589, 0.207125400467, 0.243945388905
scenarios/lingeling/slices-BMC08, synclsglue, 0, 1, 1, 0, 24.5125348189, 100.0, 100.0, 11.6991643454, 1.0, 0.126976046432, -0.294482167799, 0.562962602999, 0.135294119076, 0.117691776951, 0.1520730969
scenarios/lingeling/slices-circuit-fuzz, actvlim, 0, 1, 1, 0, 11.9658119658, 100.0, 100.0, 4.78632478632, 1.0, 0.145632989843, -0.368203885764, 0.680674426586, 0.125083405298, 0.106540091901, 0.145308336103
scenarios/lingeling/slices-circuit-fuzz, cardminlen, 0, 1, 1, 0, 45.811965812, 100.0, 100.0, 4.78632478632, 1.0, 0.179953155113, -0.341826630617, 0.653214994721, 0.115581640186, 0.0945955887199, 0.13832886171
scenarios/lingeling/slices-circuit-fuzz, cce2wait, 0, 1, 1, 0, 12.3076923077, 100.0, 100.0, 4.78632478632, 1.0, 0.195960383213, -0.282698337966, 0.611388266434, 0.141192278625, 0.123429854164, 0.159390536654
scenarios/lingeling/slices-circuit-fuzz, decolim, 0, 1, 1, 0, 59.4871794872, 100.0, 91.7948717949, 5.12820512821, 1.0, 0.279452915214, -0.149060884437, 0.551108752704, 0.125060279433, 0.108986500821, 0.140690890079
scenarios/lingeling/slices-circuit-fuzz, lftmaxeff, 0, 1, 1, 0, 13.6752136752, 100.0, 100.0, 4.78632478632, 1.0, 0.163308187319, -0.268644483015, 0.599655000127, 0.119504345988, 0.101231658345, 0.138900639612
scenarios/lingeling/slices-circuit-fuzz, phaseneginit, 0, 1, 1, 0, 94.5299145299, 99.6581196581, 99.1452991453, 4.95726495726, 1.00341880342, 0.183873995446, -0.302243241414, 0.643757923242, 0.203633202993, 0.185704478088, 0.222743498604
scenarios/lingeling/slices-circuit-fuzz, rdpclslim, 0, 1, 1, 0, 13.3333333333, 100.0, 100.0, 4.78632478632, 1.0, 0.19213363022, -0.308747523179, 0.657646944948, 0.134244400204, 0.115662425496, 0.155563024259
scenarios/lingeling/slices-circuit-fuzz, redoutvlim, 0, 1, 1, 0, 13.1623931624, 100.0, 100.0, 4.78632478632, 1.0, 0.197891564977, -0.3278548731, 0.608142778837, 0.136790767963, 0.118030981949, 0.154628531639
scenarios/lingeling/slices-circuit-fuzz, restartinit, 0, 1, 1, 0, 94.8717948718, 100.0, 99.3162393162, 4.95726495726, 1.0, 0.268552942393, -0.182804255862, 0.680946048028, 0.228526596733, 0.208276334951, 0.24861515055
scenarios/lingeling/slices-circuit-fuzz, synclsglue, 0, 1, 1, 0, 12.3076923077, 100.0, 100.0, 4.78632478632, 1.0, 0.122584976511, -0.363626481579, 0.592415622157, 0.121219492963, 0.102798286992, 0.140629492025
scenarios/EAX/slices-tsp-rue-1000-3000, nch, 1, 1, 1, 0, 100.0, 100.0, 75.2, 0.0, 1.0, 0.683302271727, 0.104640121673, 0.949023976976, 0.796008823536, 0.783554979887, 0.808615695595
scenarios/EAX/slices-tsp-rue-1000-3000, npop, 1, 1, 1, 0, 100.0, 100.0, 100.0, 0.0, 1.0, 0.0606631040749, -0.0217324842286, 0.187722538516, 0.793743627792, 0.782018975368, 0.805472216567
